"Monthly age-standardised mortality rates by vaccination status by age group by sex for all cause deaths and deaths involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"											
This worksheet contains 1 table.											
"Source: Source: Office for National Statistics, National Immunisation Management Service."											
Sex	Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Female	All causes	2021	June	90+	"First dose, less than 21 days ago"	5	24	20649.6	u	6654.6	48189.1
Female	All causes	2021	June	90+	"First dose, at least 21 days ago"	313	442	70827.9		63197.4	79125.7
Female	All causes	2021	June	90+	"Second dose, less than 21 days ago"	58	285	20343.1		15446.4	26298.8
Female	All causes	2021	June	90+	"Second dose, at least 21 days ago"	3607	23367	15436.5		14936.8	15948.7
Female	All causes	2021	June	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	June	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	18-39	Unvaccinated	53	130286	46.5		34.7	61.1
Female	All causes	2021	July	18-39	"First dose, less than 21 days ago"	5	45515	34.1	u	8.7	84.1
Female	All causes	2021	July	18-39	"First dose, at least 21 days ago"	45	132973	34.0		24.8	45.6
Female	All causes	2021	July	18-39	"Second dose, less than 21 days ago"	<3	31617	x		x	x
Female	All causes	2021	July	18-39	"Second dose, at least 21 days ago"	86	146841	55.7		44.3	69.1
Female	All causes	2021	July	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	40-49	Unvaccinated	58	30869	192.0		145.3	248.8
Female	All causes	2021	July	40-49	"First dose, less than 21 days ago"	<3	2139	x		x	x
Female	All causes	2021	July	40-49	"First dose, at least 21 days ago"	51	29637	183.9		135.6	243.5
Female	All causes	2021	July	40-49	"Second dose, less than 21 days ago"	19	39716	48.1	u	28.9	75.1
Female	All causes	2021	July	40-49	"Second dose, at least 21 days ago"	206	143600	141.1		121.7	160.6
Female	All causes	2021	July	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	50-59	Unvaccinated	131	20177	655.1		542.9	767.4
Female	All causes	2021	July	50-59	"First dose, less than 21 days ago"	<3	806	x		x	x
Female	All causes	2021	July	50-59	"First dose, at least 21 days ago"	108	6817	1629.7		1319.6	1939.8
Female	All causes	2021	July	50-59	"Second dose, less than 21 days ago"	15	7334	225.5	u	124.2	374.9
Female	All causes	2021	July	50-59	"Second dose, at least 21 days ago"	584	248021	233.5		214.5	252.5
Female	All causes	2021	July	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	60-69	Unvaccinated	186	11414	1684.7		1440.3	1929.1
Female	All causes	2021	July	60-69	"First dose, less than 21 days ago"	4	309	1393.6	u	349.8	3632.4
Female	All causes	2021	July	60-69	"First dose, at least 21 days ago"	194	2949	7158.8		6133.9	8183.7
Female	All causes	2021	July	60-69	"Second dose, less than 21 days ago"	25	1788	1506.9		939.7	2272.5
Female	All causes	2021	July	60-69	"Second dose, at least 21 days ago"	1298	213494	610.3		577.1	643.5
Female	All causes	2021	July	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	70-79	Unvaccinated	212	5614	3930.0		3397.2	4462.9
Female	All causes	2021	July	70-79	"First dose, less than 21 days ago"	<3	108	x		x	x
Female	All causes	2021	July	70-79	"First dose, at least 21 days ago"	255	1339	19176.3		16818.7	21533.9
Female	All causes	2021	July	70-79	"Second dose, less than 21 days ago"	29	465	6303.1		4211.5	9037.0
Female	All causes	2021	July	70-79	"Second dose, at least 21 days ago"	3243	185406	1758.4		1697.9	1819.0
Female	All causes	2021	July	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	80-89	Unvaccinated	274	2737	9835.1		8666.6	11003.6
Female	All causes	2021	July	80-89	"First dose, less than 21 days ago"	3	48	6518.0	u	1344.1	19048.3
Female	All causes	2021	July	80-89	"First dose, at least 21 days ago"	286	776	35993.5		31763.5	40223.6
Female	All causes	2021	July	80-89	"Second dose, less than 21 days ago"	35	237	14616.1		10134.7	20386.7
Female	All causes	2021	July	80-89	"Second dose, at least 21 days ago"	5482	95731	5639.6		5490.1	5789.0
Female	All causes	2021	July	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	90+	Unvaccinated	212	897	23622.4		20549.2	27025.5
Female	All causes	2021	July	90+	"First dose, less than 21 days ago"	<3	15	x		x	x
Female	All causes	2021	July	90+	"First dose, at least 21 days ago"	185	315	58744.8		50583.8	67847.4
Female	All causes	2021	July	90+	"Second dose, less than 21 days ago"	20	90	22121.6		13506.7	34166.9
Female	All causes	2021	July	90+	"Second dose, at least 21 days ago"	4434	24644	17992.0		17466.2	18529.5
Female	All causes	2021	July	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	July	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	18-39	Unvaccinated	44	113104	42.4		30.7	57.1
Female	All causes	2021	August	18-39	"First dose, less than 21 days ago"	<3	9764	x		x	x
Female	All causes	2021	August	18-39	"First dose, at least 21 days ago"	23	101844	32.7		19.9	50.2
Female	All causes	2021	August	18-39	"Second dose, less than 21 days ago"	3	61813	4.7	u	1.0	13.7
Female	All causes	2021	August	18-39	"Second dose, at least 21 days ago"	90	200303	42.2		33.5	52.4
Female	All causes	2021	August	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	40-49	Unvaccinated	65	29298	231.3		178.0	295.4
Female	All causes	2021	August	40-49	"First dose, less than 21 days ago"	3	1030	360.0	u	74.2	1052.0
Female	All causes	2021	August	40-49	"First dose, at least 21 days ago"	35	10536	357.5		247.3	499.4
Female	All causes	2021	August	40-49	"Second dose, less than 21 days ago"	7	10726	75.7	u	28.5	159.4
Female	All causes	2021	August	40-49	"Second dose, at least 21 days ago"	188	194145	95.1		81.5	108.7
Female	All causes	2021	August	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	50-59	Unvaccinated	132	19480	683.3		566.7	799.9
Female	All causes	2021	August	50-59	"First dose, less than 21 days ago"	<3	473	x		x	x
Female	All causes	2021	August	50-59	"First dose, at least 21 days ago"	80	5015	1630.1		1290.9	2030.8
Female	All causes	2021	August	50-59	"Second dose, less than 21 days ago"	8	1742	412.0	u	175.5	815.9
Female	All causes	2021	August	50-59	"Second dose, at least 21 days ago"	633	256508	243.0		224.0	261.9
Female	All causes	2021	August	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	60-69	Unvaccinated	185	11148	1725.2		1474.3	1976.0
Female	All causes	2021	August	60-69	"First dose, less than 21 days ago"	4	190	2269.5	u	568.5	5917.7
Female	All causes	2021	August	60-69	"First dose, at least 21 days ago"	112	2341	4990.7		4051.0	5930.4
Female	All causes	2021	August	60-69	"Second dose, less than 21 days ago"	5	634	895.7	u	274.1	2123.3
Female	All causes	2021	August	60-69	"Second dose, at least 21 days ago"	1385	215995	645.2		611.2	679.2
Female	All causes	2021	August	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	70-79	Unvaccinated	231	5523	4353.0		3787.7	4918.3
Female	All causes	2021	August	70-79	"First dose, less than 21 days ago"	4	64	6528.2	u	1710.2	16861.8
Female	All causes	2021	August	70-79	"First dose, at least 21 days ago"	156	1119	14183.0		11953.5	16412.5
Female	All causes	2021	August	70-79	"Second dose, less than 21 days ago"	11	222	5162.3	u	2568.9	9249.5
Female	All causes	2021	August	70-79	"Second dose, at least 21 days ago"	3289	186339	1772.2		1711.7	1832.8
Female	All causes	2021	August	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	80-89	Unvaccinated	288	2680	10700.0		9460.2	11939.7
Female	All causes	2021	August	80-89	"First dose, less than 21 days ago"	3	29	11448.4	u	2360.9	33457.0
Female	All causes	2021	August	80-89	"First dose, at least 21 days ago"	185	648	27818.6		23757.0	31880.1
Female	All causes	2021	August	80-89	"Second dose, less than 21 days ago"	10	107	9455.0	u	4503.1	17438.1
Female	All causes	2021	August	80-89	"Second dose, at least 21 days ago"	5550	96121	5684.3		5534.6	5834.1
Female	All causes	2021	August	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	90+	Unvaccinated	226	881	25657.2		22420.8	29229.6
Female	All causes	2021	August	90+	"First dose, less than 21 days ago"	4	8	52839.0	u	14215.3	135279.6
Female	All causes	2021	August	90+	"First dose, at least 21 days ago"	120	260	46154.3		38265.7	55189.8
Female	All causes	2021	August	90+	"Second dose, less than 21 days ago"	3	40	7470.3	u	1501.4	21827.1
Female	All causes	2021	August	90+	"Second dose, at least 21 days ago"	4534	24841	18252.3		17724.9	18791.5
Female	All causes	2021	August	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Female	All causes	2021	August	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	September	18-39	Unvaccinated	49	101253	52.0		38.4	68.9
Female	All causes	2021	September	18-39	"First dose, less than 21 days ago"	<3	5511	x		x	x
Female	All causes	2021	September	18-39	"First dose, at least 21 days ago"	15	43287	46.2	u	24.7	77.9
Female	All causes	2021	September	18-39	"Second dose, less than 21 days ago"	4	40993	13.0	u	2.0	36.7
Female	All causes	2021	September	18-39	"Second dose, at least 21 days ago"	106	279171	35.2		28.4	42.0
Female	All causes	2021	September	18-39	"Third dose or booster, less than 21 days ago"	<3	512	x		x	x
Female	All causes	2021	September	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	September	40-49	Unvaccinated	43	27409	165.3		119.2	223.2
Female	All causes	2021	September	40-49	"First dose, less than 21 days ago"	<3	705	x		x	x
Female	All causes	2021	September	40-49	"First dose, at least 21 days ago"	23	7156	340.1		214.3	512.1
Female	All causes	2021	September	40-49	"Second dose, less than 21 days ago"	<3	2545	x		x	x
Female	All causes	2021	September	40-49	"Second dose, at least 21 days ago"	233	199286	115.7		100.9	130.6
Female	All causes	2021	September	40-49	"Third dose or booster, less than 21 days ago"	<3	581	x		x	x
Female	All causes	2021	September	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	September	50-59	Unvaccinated	130	18380	709.3		587.3	831.2
Female	All causes	2021	September	50-59	"First dose, less than 21 days ago"	<3	340	x		x	x
Female	All causes	2021	September	50-59	"First dose, at least 21 days ago"	56	4130	1392.8		1050.9	1810.2
Female	All causes	2021	September	50-59	"Second dose, less than 21 days ago"	<3	866	x		x	x
Female	All causes	2021	September	50-59	"Second dose, at least 21 days ago"	694	249098	276.5		255.9	297.1
Female	All causes	2021	September	50-59	"Third dose or booster, less than 21 days ago"	<3	1203	x		x	x
Female	All causes	2021	September	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	September	60-69	Unvaccinated	168	10628	1619.0		1372.0	1866.0
Female	All causes	2021	September	60-69	"First dose, less than 21 days ago"	<3	133	x		x	x
Female	All causes	2021	September	60-69	"First dose, at least 21 days ago"	99	1988	5286.4		4281.6	6453.3
Female	All causes	2021	September	60-69	"Second dose, less than 21 days ago"	4	343	1542.9	u	420.4	3950.5
Female	All causes	2021	September	60-69	"Second dose, at least 21 days ago"	1426	209405	685.1		649.5	720.6
Female	All causes	2021	September	60-69	"Third dose or booster, less than 21 days ago"	4	792	476.6	u	121.7	1238.0
Female	All causes	2021	September	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	September	70-79	Unvaccinated	227	5295	4398.1		3822.0	4974.3
Female	All causes	2021	September	70-79	"First dose, less than 21 days ago"	<3	40	x		x	x
Female	All causes	2021	September	70-79	"First dose, at least 21 days ago"	129	970	13565.6		11220.6	15910.5
Female	All causes	2021	September	70-79	"Second dose, less than 21 days ago"	<3	120	x		x	x
Female	All causes	2021	September	70-79	"Second dose, at least 21 days ago"	3401	180038	1894.5		1830.8	1958.2
Female	All causes	2021	September	70-79	"Third dose or booster, less than 21 days ago"	3	781	286.5	u	59.1	837.4
Female	All causes	2021	September	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	September	80-89	Unvaccinated	268	2553	10237.9		9008.1	11467.8
Female	All causes	2021	September	80-89	"First dose, less than 21 days ago"	<3	17	x		x	x
Female	All causes	2021	September	80-89	"First dose, at least 21 days ago"	156	565	27027.8		22728.1	31327.4
Female	All causes	2021	September	80-89	"Second dose, less than 21 days ago"	4	55	7121.8	u	1924.0	18270.0
Female	All causes	2021	September	80-89	"Second dose, at least 21 days ago"	5608	91405	6037.3		5879.0	6195.5
Female	All causes	2021	September	80-89	"Third dose or booster, less than 21 days ago"	15	1862	805.0	u	450.6	1327.7
Female	All causes	2021	September	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	September	90+	Unvaccinated	187	842	22217.5		19146.9	25640.4
Female	All causes	2021	September	90+	"First dose, less than 21 days ago"	<3	5	x		x	x
Female	All causes	2021	September	90+	"First dose, at least 21 days ago"	129	228	56662.7		47306.2	67327.6
Female	All causes	2021	September	90+	"Second dose, less than 21 days ago"	<3	17	x		x	x
Female	All causes	2021	September	90+	"Second dose, at least 21 days ago"	4652	23825	19525.6		18968.5	20094.9
Female	All causes	2021	September	90+	"Third dose or booster, less than 21 days ago"	15	346	4338.2	u	2426.3	7155.6
Female	All causes	2021	September	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Female	All causes	2021	October	18-39	Unvaccinated	32	99417	33.1		22.6	46.8
Female	All causes	2021	October	18-39	"First dose, less than 21 days ago"	<3	3477	x		x	x
Female	All causes	2021	October	18-39	"First dose, at least 21 days ago"	19	31647	82.6	u	49.1	129.8
Female	All causes	2021	October	18-39	"Second dose, less than 21 days ago"	<3	11847	x		x	x
Female	All causes	2021	October	18-39	"Second dose, at least 21 days ago"	96	325856	28.8		23.3	35.1
Female	All causes	2021	October	18-39	"Third dose or booster, less than 21 days ago"	3	11164	27.8	u	4.7	83.5
Female	All causes	2021	October	18-39	"Third dose or booster, at least 21 days ago"	<3	2637	x		x	x
Female	All causes	2021	October	40-49	Unvaccinated	51	27652	189.0		140.2	249.2
Female	All causes	2021	October	40-49	"First dose, less than 21 days ago"	<3	516	x		x	x
Female	All causes	2021	October	40-49	"First dose, at least 21 days ago"	23	6366	394.3		249.0	593.1
Female	All causes	2021	October	40-49	"Second dose, less than 21 days ago"	<3	1287	x		x	x
Female	All causes	2021	October	40-49	"Second dose, at least 21 days ago"	209	195880	105.7		91.4	120.0
Female	All causes	2021	October	40-49	"Third dose or booster, less than 21 days ago"	5	10866	45.6	u	14.6	106.8
Female	All causes	2021	October	40-49	"Third dose or booster, at least 21 days ago"	<3	2834	x		x	x
Female	All causes	2021	October	50-59	Unvaccinated	132	18646	710.7		589.4	832.0
Female	All causes	2021	October	50-59	"First dose, less than 21 days ago"	<3	248	x		x	x
Female	All causes	2021	October	50-59	"First dose, at least 21 days ago"	52	3892	1332.1		993.7	1748.3
Female	All causes	2021	October	50-59	"Second dose, less than 21 days ago"	<3	575	x		x	x
Female	All causes	2021	October	50-59	"Second dose, at least 21 days ago"	689	233679	290.2		268.5	311.9
Female	All causes	2021	October	50-59	"Third dose or booster, less than 21 days ago"	12	20366	56.6	u	29.2	99.0
Female	All causes	2021	October	50-59	"Third dose or booster, at least 21 days ago"	6	5754	110.2	u	40.3	240.1
Female	All causes	2021	October	60-69	Unvaccinated	152	10885	1427.0		1198.1	1655.8
Female	All causes	2021	October	60-69	"First dose, less than 21 days ago"	<3	98	x		x	x
Female	All causes	2021	October	60-69	"First dose, at least 21 days ago"	72	1883	4027.1		3136.9	5088.3
Female	All causes	2021	October	60-69	"Second dose, less than 21 days ago"	<3	241	x		x	x
Female	All causes	2021	October	60-69	"Second dose, at least 21 days ago"	1556	196892	794.9		755.4	834.4
Female	All causes	2021	October	60-69	"Third dose or booster, less than 21 days ago"	50	17244	290.3		215.4	382.7
Female	All causes	2021	October	60-69	"Third dose or booster, at least 21 days ago"	9	3873	249.7	u	111.6	478.2
Female	All causes	2021	October	70-79	Unvaccinated	213	5430	4028.8		3484.1	4573.4
